orthogroup,assignment_status,protein_count,species_count
OG0001744,orthogroup,6,6
OG0001745,orthogroup,6,6
OG0001746,orthogroup,6,6
OG0001747,orthogroup,6,6
OG0001748,orthogroup,6,6
OG0001749,orthogroup,6,6
OG0001750,orthogroup,6,6
OG0001751,orthogroup,6,6
OG0001752,orthogroup,6,6
OG0001753,orthogroup,6,6
OG0001754,orthogroup,6,6
OG0001755,orthogroup,6,6
OG0001756,orthogroup,6,6
OG0001757,orthogroup,6,6
OG0001758,orthogroup,6,6
OG0001759,orthogroup,6,6
OG0001760,orthogroup,6,6
OG0001761,orthogroup,6,6
OG0001762,orthogroup,6,6
OG0001763,orthogroup,6,6
OG0001764,orthogroup,6,6
OG0001765,orthogroup,6,6
OG0001766,orthogroup,6,6
OG0001767,orthogroup,6,6
OG0001768,orthogroup,6,6
OG0001769,orthogroup,6,6
OG0001770,orthogroup,6,6
OG0001771,orthogroup,6,6
OG0001772,orthogroup,6,6
OG0001773,orthogroup,6,6
OG0001774,orthogroup,6,6
OG0001775,orthogroup,6,6
OG0001776,orthogroup,6,6
OG0001777,orthogroup,6,6
OG0001778,orthogroup,6,6
OG0001779,orthogroup,6,6
OG0001780,orthogroup,6,6
OG0001781,orthogroup,6,6
OG0001782,orthogroup,6,6
OG0001783,orthogroup,6,6
OG0001784,orthogroup,6,6
OG0001785,orthogroup,6,6
OG0001786,orthogroup,6,6
OG0001787,orthogroup,6,6
OG0001788,orthogroup,6,6
OG0001789,orthogroup,6,6
OG0001790,orthogroup,6,6
OG0001791,orthogroup,6,6
OG0001792,orthogroup,6,6
OG0001793,orthogroup,6,6
OG0001794,orthogroup,6,6
OG0001795,orthogroup,6,6
OG0001796,orthogroup,6,6
OG0001797,orthogroup,6,6
OG0001798,orthogroup,6,6
OG0001799,orthogroup,6,6
OG0001800,orthogroup,6,6
OG0001801,orthogroup,6,6
OG0001802,orthogroup,6,6
OG0001803,orthogroup,6,6
OG0001804,orthogroup,6,6
OG0001805,orthogroup,6,6
OG0001806,orthogroup,6,6
OG0001807,orthogroup,6,6
OG0001808,orthogroup,6,6
OG0001809,orthogroup,6,6
OG0001810,orthogroup,6,6
OG0001811,orthogroup,6,6
OG0001812,orthogroup,6,6
OG0001813,orthogroup,6,6
OG0001814,orthogroup,6,6
OG0001815,orthogroup,6,6
OG0001816,orthogroup,6,6
OG0001817,orthogroup,6,6
OG0001818,orthogroup,6,6
OG0001819,orthogroup,6,6
OG0001820,orthogroup,6,6
OG0001821,orthogroup,6,6
OG0001822,orthogroup,6,6
OG0001823,orthogroup,6,6
OG0001824,orthogroup,6,6
OG0001825,orthogroup,6,6
OG0001826,orthogroup,6,6
OG0001827,orthogroup,6,6
OG0001828,orthogroup,6,6
OG0001829,orthogroup,6,6
OG0001830,orthogroup,6,6
OG0001831,orthogroup,6,6
OG0001832,orthogroup,6,6
OG0001833,orthogroup,6,6
OG0001834,orthogroup,6,6
OG0001835,orthogroup,6,6
OG0001836,orthogroup,6,6
OG0001837,orthogroup,6,6
OG0001838,orthogroup,6,6
OG0001839,orthogroup,6,6
OG0001840,orthogroup,6,6
OG0001841,orthogroup,6,6
OG0001842,orthogroup,6,6
OG0001843,orthogroup,6,6
OG0001844,orthogroup,6,6
OG0001845,orthogroup,6,4
OG0001846,orthogroup,6,6
OG0001847,orthogroup,6,6
OG0001848,orthogroup,6,6
OG0001849,orthogroup,6,6
OG0001850,orthogroup,6,6
OG0001851,orthogroup,6,6
OG0001852,orthogroup,6,6
OG0001853,orthogroup,6,6
OG0001854,orthogroup,6,6
OG0001855,orthogroup,6,6
OG0001856,orthogroup,6,6
OG0001857,orthogroup,6,6
OG0001858,orthogroup,6,6
OG0001859,orthogroup,6,6
OG0001860,orthogroup,6,6
OG0001861,orthogroup,6,6
OG0001862,orthogroup,6,6
OG0001863,orthogroup,6,6
OG0001864,orthogroup,6,6
OG0001865,orthogroup,6,6
OG0001866,orthogroup,6,6
OG0001867,orthogroup,6,6
OG0001868,orthogroup,6,6
OG0001869,orthogroup,6,6
OG0001870,orthogroup,6,6
OG0001871,orthogroup,6,6
OG0001872,orthogroup,6,6
OG0001873,orthogroup,6,6
OG0001874,orthogroup,6,6
OG0001875,orthogroup,6,6
OG0001876,orthogroup,6,6
OG0001877,orthogroup,6,6
OG0001878,orthogroup,6,6
OG0001879,orthogroup,6,6
OG0001880,orthogroup,6,6
OG0001881,orthogroup,6,6
OG0001882,orthogroup,6,6
OG0001883,orthogroup,6,6
OG0001884,orthogroup,6,6
OG0001885,orthogroup,6,6
OG0001886,orthogroup,6,6
OG0001887,orthogroup,6,6
OG0001888,orthogroup,6,6
OG0001889,orthogroup,6,6
OG0001890,orthogroup,6,6
OG0001891,orthogroup,6,6
OG0001892,orthogroup,6,6
OG0001893,orthogroup,6,6
OG0001894,orthogroup,6,5
OG0001895,orthogroup,6,6
OG0001896,orthogroup,6,6
OG0001897,orthogroup,6,6
OG0001898,orthogroup,6,6
OG0001899,orthogroup,6,6
OG0001900,orthogroup,6,6
OG0001901,orthogroup,6,6
OG0001902,orthogroup,6,6
OG0001903,orthogroup,6,6
OG0001904,orthogroup,6,6
OG0001905,orthogroup,6,6
OG0001906,orthogroup,6,6
OG0001907,orthogroup,6,6
OG0001908,orthogroup,6,6
OG0001909,orthogroup,6,6
OG0001910,orthogroup,6,6
OG0001911,orthogroup,6,6
OG0001912,orthogroup,6,6
OG0001913,orthogroup,6,6
OG0001914,orthogroup,6,6
OG0001915,orthogroup,6,6
OG0001916,orthogroup,6,6
OG0001917,orthogroup,6,6
OG0001918,orthogroup,6,6
OG0001919,orthogroup,6,6
OG0001920,orthogroup,6,6
OG0001921,orthogroup,6,6
OG0001922,orthogroup,6,6
OG0001923,orthogroup,6,6
OG0001924,orthogroup,6,6
OG0001925,orthogroup,6,6
OG0001926,orthogroup,6,6
OG0001927,orthogroup,6,6
OG0001928,orthogroup,6,6
OG0001929,orthogroup,6,6
OG0001930,orthogroup,6,6
OG0001931,orthogroup,6,6
OG0001932,orthogroup,6,6
OG0001933,orthogroup,6,6
OG0001934,orthogroup,6,6
OG0001935,orthogroup,6,6
OG0001936,orthogroup,6,6
OG0001937,orthogroup,6,6
OG0001938,orthogroup,6,6
OG0001939,orthogroup,6,6
OG0001940,orthogroup,6,6
OG0001941,orthogroup,6,6
OG0001942,orthogroup,6,6
OG0001943,orthogroup,6,6
OG0001944,orthogroup,6,6
OG0001945,orthogroup,6,6
OG0001946,orthogroup,6,6
OG0001947,orthogroup,6,6
OG0001948,orthogroup,6,6
OG0001949,orthogroup,6,6
OG0001950,orthogroup,6,6
OG0001951,orthogroup,6,6
OG0001952,orthogroup,6,6
OG0001953,orthogroup,6,6
OG0001954,orthogroup,6,6
OG0001955,orthogroup,6,6
OG0001956,orthogroup,6,6
OG0001957,orthogroup,6,6
OG0001958,orthogroup,6,6
OG0001959,orthogroup,6,6
OG0001960,orthogroup,6,6
OG0001961,orthogroup,6,6
OG0001962,orthogroup,6,6
OG0001963,orthogroup,6,6
OG0001964,orthogroup,6,6
OG0001965,orthogroup,6,6
OG0001966,orthogroup,6,6
OG0001967,orthogroup,6,6
OG0001968,orthogroup,6,6
OG0001969,orthogroup,6,6
OG0001970,orthogroup,6,6
OG0001971,orthogroup,6,6
OG0001972,orthogroup,6,6
OG0001973,orthogroup,6,6
OG0001974,orthogroup,6,6
OG0001975,orthogroup,6,6
OG0001976,orthogroup,6,6
OG0001977,orthogroup,6,6
OG0001978,orthogroup,6,6
OG0001979,orthogroup,6,6
OG0001980,orthogroup,6,6
OG0001981,orthogroup,6,6
OG0001982,orthogroup,6,6
OG0001983,orthogroup,6,6
OG0001984,orthogroup,6,6
OG0001985,orthogroup,6,6
OG0001986,orthogroup,6,6
OG0001987,orthogroup,6,6
OG0001988,orthogroup,6,6
OG0001989,orthogroup,6,6
OG0001990,orthogroup,6,6
OG0001991,orthogroup,6,6
OG0001992,orthogroup,6,6
OG0001993,orthogroup,6,6
OG0001994,orthogroup,6,6
OG0001995,orthogroup,6,6
OG0001996,orthogroup,6,6
OG0001997,orthogroup,6,6
OG0001998,orthogroup,6,6
OG0001999,orthogroup,6,6
OG0002000,orthogroup,6,6
OG0002001,orthogroup,6,6
OG0002002,orthogroup,6,6
OG0002003,orthogroup,6,6
OG0002004,orthogroup,6,6
OG0002005,orthogroup,6,6
OG0002006,orthogroup,6,6
OG0002007,orthogroup,6,6
OG0002008,orthogroup,6,6
OG0002009,orthogroup,6,6
OG0002010,orthogroup,6,6
OG0002011,orthogroup,6,6
OG0002012,orthogroup,6,6
OG0002013,orthogroup,6,6
OG0002014,orthogroup,6,6
OG0002015,orthogroup,6,6
OG0002016,orthogroup,6,6
OG0002017,orthogroup,6,6
OG0002018,orthogroup,6,6
OG0002019,orthogroup,6,6
OG0002020,orthogroup,6,6
OG0002021,orthogroup,6,6
OG0002022,orthogroup,6,6
OG0002023,orthogroup,6,6
OG0002024,orthogroup,6,6
OG0002025,orthogroup,6,6
OG0002026,orthogroup,6,6
OG0002027,orthogroup,6,6
OG0002028,orthogroup,6,6
OG0002029,orthogroup,6,6
OG0002030,orthogroup,6,6
OG0002031,orthogroup,6,6
OG0002032,orthogroup,6,6
OG0002033,orthogroup,6,6
OG0002034,orthogroup,6,6
OG0002035,orthogroup,6,6
OG0002036,orthogroup,6,6
OG0002037,orthogroup,6,6
OG0002038,orthogroup,6,6
OG0002039,orthogroup,6,6
OG0002040,orthogroup,6,6
OG0002041,orthogroup,6,6
OG0002042,orthogroup,6,6
OG0002043,orthogroup,6,6
OG0002044,orthogroup,6,6
OG0002045,orthogroup,6,6
OG0002046,orthogroup,6,6
OG0002047,orthogroup,6,6
OG0002048,orthogroup,6,6
OG0002049,orthogroup,6,6
OG0002050,orthogroup,6,6
OG0002051,orthogroup,6,6
OG0002052,orthogroup,6,6
OG0002053,orthogroup,6,6
OG0002054,orthogroup,6,6
OG0002055,orthogroup,6,6
OG0002056,orthogroup,6,6
OG0002057,orthogroup,6,6
OG0002058,orthogroup,6,6
OG0002059,orthogroup,6,6
OG0002060,orthogroup,6,6
OG0002061,orthogroup,6,6
OG0002062,orthogroup,6,6
OG0002063,orthogroup,6,6
OG0002064,orthogroup,6,6
OG0002065,orthogroup,6,6
OG0002066,orthogroup,6,6
OG0002067,orthogroup,6,5
OG0002068,orthogroup,6,6
OG0002069,orthogroup,6,6
OG0002070,orthogroup,6,6
OG0002071,orthogroup,6,6
OG0002072,orthogroup,6,6
OG0002073,orthogroup,6,6
OG0002074,orthogroup,6,6
OG0002075,orthogroup,6,6
OG0002076,orthogroup,6,6
OG0002077,orthogroup,6,6
OG0002078,orthogroup,6,5
OG0002079,orthogroup,6,5
OG0002080,orthogroup,6,6
OG0002081,orthogroup,6,6
OG0002082,orthogroup,6,6
OG0002083,orthogroup,6,6
OG0002084,orthogroup,6,6
OG0002085,orthogroup,6,6
OG0002086,orthogroup,6,6
OG0002087,orthogroup,6,6
OG0002088,orthogroup,6,6
OG0002089,orthogroup,6,6
OG0002090,orthogroup,6,6
OG0002091,orthogroup,6,6
OG0002092,orthogroup,6,6
OG0002093,orthogroup,6,6
OG0002094,orthogroup,6,6
OG0002095,orthogroup,6,6
OG0002096,orthogroup,6,6
OG0002097,orthogroup,6,6
OG0002098,orthogroup,6,6
OG0002099,orthogroup,6,6
OG0002100,orthogroup,6,6
OG0002101,orthogroup,6,6
OG0002102,orthogroup,6,6
OG0002103,orthogroup,6,6
OG0002104,orthogroup,6,6
OG0002105,orthogroup,6,6
OG0002106,orthogroup,6,6
OG0002107,orthogroup,6,6
OG0002108,orthogroup,6,5
OG0002109,orthogroup,6,6
OG0002110,orthogroup,6,6
OG0002111,orthogroup,6,6
OG0002112,orthogroup,6,6
OG0002113,orthogroup,6,6
OG0002114,orthogroup,6,6
OG0002115,orthogroup,6,6
OG0002116,orthogroup,6,6
OG0002117,orthogroup,6,6
OG0002118,orthogroup,6,6
OG0002119,orthogroup,6,6
OG0002120,orthogroup,6,6
OG0002121,orthogroup,6,6
OG0002122,orthogroup,6,6
OG0002123,orthogroup,6,6
OG0002124,orthogroup,6,6
OG0002125,orthogroup,6,6
OG0002126,orthogroup,6,6
OG0002127,orthogroup,6,6
OG0002128,orthogroup,6,6
OG0002129,orthogroup,6,6
OG0002130,orthogroup,6,6
OG0002131,orthogroup,6,6
OG0002132,orthogroup,6,6
OG0002133,orthogroup,6,6
OG0002134,orthogroup,6,6
OG0002135,orthogroup,6,6
OG0002136,orthogroup,6,6
OG0002137,orthogroup,6,6
OG0002138,orthogroup,6,6
OG0002139,orthogroup,6,6
OG0002140,orthogroup,6,6
OG0002141,orthogroup,6,6
OG0002142,orthogroup,6,6
OG0002143,orthogroup,6,6
OG0002144,orthogroup,6,6
OG0002145,orthogroup,6,6
OG0002146,orthogroup,6,6
OG0002147,orthogroup,6,6
OG0002148,orthogroup,6,6
OG0002149,orthogroup,6,6
OG0002150,orthogroup,6,6
OG0002151,orthogroup,6,6
OG0002152,orthogroup,6,6
OG0002153,orthogroup,6,6
OG0002154,orthogroup,6,6
OG0002155,orthogroup,6,6
OG0002156,orthogroup,6,6
OG0002157,orthogroup,6,6
OG0002158,orthogroup,6,6
OG0002159,orthogroup,6,6
OG0002160,orthogroup,6,6
OG0002161,orthogroup,6,6
OG0002162,orthogroup,6,6
OG0002163,orthogroup,6,6
OG0002164,orthogroup,6,6
OG0002165,orthogroup,6,6
OG0002166,orthogroup,6,6
OG0002167,orthogroup,6,6
OG0002168,orthogroup,6,6
OG0002169,orthogroup,6,6
OG0002170,orthogroup,6,6
OG0002171,orthogroup,6,6
OG0002172,orthogroup,6,6
OG0002173,orthogroup,6,6
OG0002174,orthogroup,6,6
OG0002175,orthogroup,6,6
OG0002176,orthogroup,6,6
OG0002177,orthogroup,6,6
OG0002178,orthogroup,6,6
OG0002179,orthogroup,6,6
OG0002180,orthogroup,6,6
OG0002181,orthogroup,6,6
OG0002182,orthogroup,6,6
OG0002183,orthogroup,6,6
OG0002184,orthogroup,6,6
OG0002185,orthogroup,6,6
OG0002186,orthogroup,6,6
OG0002187,orthogroup,6,6
OG0002188,orthogroup,6,6
OG0002189,orthogroup,6,6
OG0002190,orthogroup,6,6
OG0002191,orthogroup,6,6
OG0002192,orthogroup,6,6
OG0002193,orthogroup,6,6
OG0002194,orthogroup,6,6
OG0002195,orthogroup,6,6
OG0002196,orthogroup,6,6
OG0002197,orthogroup,6,6
OG0002198,orthogroup,6,6
OG0002199,orthogroup,6,6
OG0002200,orthogroup,6,6
OG0002201,orthogroup,6,6
OG0002202,orthogroup,6,6
OG0002203,orthogroup,6,6
OG0002204,orthogroup,6,6
OG0002205,orthogroup,6,6
OG0002206,orthogroup,6,6
OG0002207,orthogroup,6,6
OG0002208,orthogroup,6,6
OG0002209,orthogroup,6,6
OG0002210,orthogroup,6,6
OG0002211,orthogroup,6,6
OG0002212,orthogroup,6,6
OG0002213,orthogroup,6,6
OG0002214,orthogroup,6,6
OG0002215,orthogroup,6,6
OG0002216,orthogroup,6,6
OG0002217,orthogroup,6,6
OG0002218,orthogroup,6,6
OG0002219,orthogroup,6,6
OG0002220,orthogroup,6,6
OG0002221,orthogroup,6,6
OG0002222,orthogroup,6,6
OG0002223,orthogroup,6,6
OG0002224,orthogroup,6,6
OG0002225,orthogroup,6,6
OG0002226,orthogroup,6,6
OG0002227,orthogroup,6,6
OG0002228,orthogroup,6,6
OG0002229,orthogroup,6,6
OG0002230,orthogroup,6,6
OG0002231,orthogroup,6,6
OG0002232,orthogroup,6,6
OG0002233,orthogroup,6,6
OG0002234,orthogroup,6,6
OG0002235,orthogroup,6,6
OG0002236,orthogroup,6,6
OG0002237,orthogroup,6,6
OG0002238,orthogroup,6,6
OG0002239,orthogroup,6,6
OG0002240,orthogroup,6,6
OG0002241,orthogroup,6,6
OG0002242,orthogroup,6,6
OG0002243,orthogroup,6,6
OG0002244,orthogroup,6,6
OG0002245,orthogroup,6,6
OG0002246,orthogroup,6,6
OG0002247,orthogroup,6,6
OG0002248,orthogroup,6,6
OG0002249,orthogroup,6,6
OG0002250,orthogroup,6,6
OG0002251,orthogroup,6,6
OG0002252,orthogroup,6,6
OG0002253,orthogroup,6,5
OG0002254,orthogroup,6,6
OG0002255,orthogroup,6,6
OG0002256,orthogroup,6,6
OG0002257,orthogroup,6,6
OG0002258,orthogroup,6,6
OG0002259,orthogroup,6,6
OG0002260,orthogroup,6,6
OG0002261,orthogroup,6,6
OG0002262,orthogroup,6,6
OG0002263,orthogroup,6,6
OG0002264,orthogroup,6,6
OG0002265,orthogroup,6,6
OG0002266,orthogroup,6,6
OG0002267,orthogroup,6,6
OG0002268,orthogroup,6,6
OG0002269,orthogroup,6,6
OG0002270,orthogroup,6,5
OG0002271,orthogroup,6,6
OG0002272,orthogroup,6,6
OG0002273,orthogroup,6,6
OG0002274,orthogroup,6,6
OG0002275,orthogroup,6,6
OG0002276,orthogroup,6,6
OG0002277,orthogroup,6,6
OG0002278,orthogroup,6,6
OG0002279,orthogroup,6,6
OG0002280,orthogroup,6,6
OG0002281,orthogroup,6,6
OG0002282,orthogroup,6,6
OG0002283,orthogroup,6,6
OG0002284,orthogroup,6,6
OG0002285,orthogroup,6,6
OG0002286,orthogroup,6,6
OG0002287,orthogroup,6,6
OG0002288,orthogroup,6,6
OG0002289,orthogroup,6,6
OG0002290,orthogroup,6,6
OG0002291,orthogroup,6,6
OG0002292,orthogroup,6,6
OG0002293,orthogroup,6,6
OG0002294,orthogroup,6,6
OG0002295,orthogroup,6,6
OG0002296,orthogroup,6,6
OG0002297,orthogroup,6,6
OG0002298,orthogroup,6,6
OG0002299,orthogroup,6,6
OG0002300,orthogroup,6,6
OG0002301,orthogroup,6,6
OG0002302,orthogroup,6,6
OG0002303,orthogroup,6,6
OG0002304,orthogroup,6,6
OG0002305,orthogroup,6,6
OG0002306,orthogroup,6,6
OG0002307,orthogroup,6,6
OG0002308,orthogroup,6,6
OG0002309,orthogroup,6,6
OG0002310,orthogroup,6,6
OG0002311,orthogroup,6,6
OG0002312,orthogroup,6,6
OG0002313,orthogroup,6,6
OG0002314,orthogroup,6,6
OG0002315,orthogroup,6,6
OG0002316,orthogroup,6,6
OG0002317,orthogroup,6,6
OG0002318,orthogroup,6,6
OG0002319,orthogroup,6,6
OG0002320,orthogroup,6,6
OG0002321,orthogroup,6,6
OG0002322,orthogroup,6,6
OG0002323,orthogroup,6,6
OG0002324,orthogroup,6,6
OG0002325,orthogroup,6,6
OG0002326,orthogroup,6,6
OG0002327,orthogroup,6,6
OG0002328,orthogroup,6,6
OG0002329,orthogroup,6,6
OG0002330,orthogroup,6,6
OG0002331,orthogroup,6,6
OG0002332,orthogroup,6,6
OG0002333,orthogroup,6,6
OG0002334,orthogroup,6,6
OG0002335,orthogroup,6,6
OG0002336,orthogroup,6,6
OG0002337,orthogroup,6,6
OG0002338,orthogroup,6,6
OG0002339,orthogroup,6,6
OG0002340,orthogroup,6,6
OG0002341,orthogroup,6,6
OG0002342,orthogroup,6,6
OG0002343,orthogroup,6,6
OG0002344,orthogroup,6,6
OG0002345,orthogroup,6,6
OG0002346,orthogroup,6,6
OG0002347,orthogroup,6,6
OG0002348,orthogroup,6,6
OG0002349,orthogroup,6,6
OG0002350,orthogroup,6,6
OG0002351,orthogroup,6,6
OG0002352,orthogroup,6,6
OG0002353,orthogroup,6,6
OG0002354,orthogroup,6,6
OG0002355,orthogroup,6,6
OG0002356,orthogroup,6,6
OG0002357,orthogroup,6,6
OG0002358,orthogroup,6,6
OG0002359,orthogroup,6,6
OG0002360,orthogroup,6,6
OG0002361,orthogroup,6,6
OG0002362,orthogroup,6,6
OG0002363,orthogroup,6,6
OG0002364,orthogroup,6,6
OG0002365,orthogroup,6,6
OG0002366,orthogroup,6,6
OG0002367,orthogroup,6,6
OG0002368,orthogroup,6,6
OG0002369,orthogroup,6,6
OG0002370,orthogroup,6,6
OG0002371,orthogroup,6,6
OG0002372,orthogroup,6,6
OG0002373,orthogroup,6,6
OG0002374,orthogroup,6,6
OG0002375,orthogroup,6,6
OG0002376,orthogroup,6,6
OG0002377,orthogroup,6,6
OG0002378,orthogroup,6,6
OG0002379,orthogroup,6,6
OG0002380,orthogroup,6,6
OG0002381,orthogroup,6,6
OG0002382,orthogroup,6,6
OG0002383,orthogroup,6,6
OG0002384,orthogroup,6,6
OG0002385,orthogroup,6,6
OG0002386,orthogroup,6,6
OG0002387,orthogroup,6,6
OG0002388,orthogroup,6,6
OG0002389,orthogroup,6,6
OG0002390,orthogroup,6,6
OG0002391,orthogroup,6,6
OG0002392,orthogroup,6,6
OG0002393,orthogroup,6,6
OG0002394,orthogroup,6,6
OG0002395,orthogroup,6,6
OG0002396,orthogroup,6,6
OG0002397,orthogroup,6,6
OG0002398,orthogroup,6,6
OG0002399,orthogroup,6,6
OG0002400,orthogroup,6,6
OG0002401,orthogroup,6,6
OG0002402,orthogroup,6,6
OG0002403,orthogroup,6,6
OG0002404,orthogroup,6,6
OG0002405,orthogroup,6,6
OG0002406,orthogroup,6,6
OG0002407,orthogroup,6,6
OG0002408,orthogroup,6,6
OG0002409,orthogroup,6,5
OG0002410,orthogroup,6,6
OG0002411,orthogroup,6,6
OG0002412,orthogroup,6,6
OG0002413,orthogroup,6,6
OG0002414,orthogroup,6,6
OG0002415,orthogroup,6,6
OG0002416,orthogroup,6,6
OG0002417,orthogroup,6,6
OG0002418,orthogroup,6,6
OG0002419,orthogroup,6,6
OG0002420,orthogroup,6,6
OG0002421,orthogroup,6,6
OG0002422,orthogroup,6,6
OG0002423,orthogroup,6,6
OG0002424,orthogroup,6,6
OG0002425,orthogroup,6,6
OG0002426,orthogroup,6,6
OG0002427,orthogroup,6,6
OG0002428,orthogroup,6,6
OG0002429,orthogroup,6,6
OG0002430,orthogroup,6,6
OG0002431,orthogroup,6,6
OG0002432,orthogroup,6,6
OG0002433,orthogroup,6,6
OG0002434,orthogroup,6,6
OG0002435,orthogroup,6,6
OG0002436,orthogroup,6,6
OG0002437,orthogroup,6,6
OG0002438,orthogroup,6,6
OG0002439,orthogroup,6,6
OG0002440,orthogroup,6,6
OG0002441,orthogroup,6,6
OG0002442,orthogroup,6,6
OG0002443,orthogroup,6,6
OG0002444,orthogroup,6,6
OG0002445,orthogroup,6,6
OG0002446,orthogroup,6,6
OG0002447,orthogroup,6,6
OG0002448,orthogroup,6,6
OG0002449,orthogroup,6,6
OG0002450,orthogroup,6,6
OG0002451,orthogroup,6,6
OG0002452,orthogroup,6,6
OG0002453,orthogroup,6,6
OG0002454,orthogroup,6,6
OG0002455,orthogroup,6,6
OG0002456,orthogroup,6,6
OG0002457,orthogroup,6,6
OG0002458,orthogroup,6,6
OG0002459,orthogroup,6,6
OG0002460,orthogroup,6,6
OG0002461,orthogroup,6,6
OG0002462,orthogroup,6,6
OG0002463,orthogroup,6,6
OG0002464,orthogroup,6,6
OG0002465,orthogroup,6,6
OG0002466,orthogroup,6,6
OG0002467,orthogroup,6,6
OG0002468,orthogroup,6,6
OG0002469,orthogroup,6,6
OG0002470,orthogroup,6,6
OG0002471,orthogroup,6,6
OG0002472,orthogroup,6,6
OG0002473,orthogroup,6,6
OG0002474,orthogroup,6,6
OG0002475,orthogroup,6,6
OG0002476,orthogroup,6,6
OG0002477,orthogroup,6,6
OG0002478,orthogroup,6,6
OG0002479,orthogroup,6,6
OG0002480,orthogroup,6,6
OG0002481,orthogroup,6,6
OG0002482,orthogroup,6,6
OG0002483,orthogroup,6,6
OG0002484,orthogroup,6,6
OG0002485,orthogroup,6,6
OG0002486,orthogroup,6,6
OG0002487,orthogroup,6,6
OG0002488,orthogroup,6,6
OG0002489,orthogroup,6,6
OG0002490,orthogroup,6,6
OG0002491,orthogroup,6,6
OG0002492,orthogroup,6,6
OG0002493,orthogroup,6,5
OG0002494,orthogroup,6,6
OG0002495,orthogroup,6,6
OG0002496,orthogroup,6,6
OG0002497,orthogroup,6,6
OG0002498,orthogroup,6,6
OG0002499,orthogroup,6,6
OG0002500,orthogroup,6,6
OG0002501,orthogroup,6,6
OG0002502,orthogroup,6,5
OG0002503,orthogroup,6,6
OG0002504,orthogroup,6,6
OG0002505,orthogroup,6,6
OG0002506,orthogroup,6,6
OG0002507,orthogroup,6,6
OG0002508,orthogroup,6,6
OG0002509,orthogroup,6,6
OG0002510,orthogroup,6,6
OG0002511,orthogroup,6,6
OG0002512,orthogroup,6,6
OG0002513,orthogroup,6,6
OG0002514,orthogroup,6,6
OG0002515,orthogroup,6,6
OG0002516,orthogroup,6,6
OG0002517,orthogroup,6,6
OG0002518,orthogroup,6,6
OG0002519,orthogroup,6,6
OG0002520,orthogroup,6,6
OG0002521,orthogroup,6,6
OG0002522,orthogroup,6,6
OG0002523,orthogroup,6,6
OG0002524,orthogroup,6,6
OG0002525,orthogroup,6,6
OG0002526,orthogroup,6,6
OG0002527,orthogroup,6,6
OG0002528,orthogroup,6,6
OG0002529,orthogroup,6,6
OG0002530,orthogroup,6,6
OG0002531,orthogroup,6,6
OG0002532,orthogroup,6,6
OG0002533,orthogroup,6,6
OG0002534,orthogroup,6,6
OG0002535,orthogroup,6,6
OG0002536,orthogroup,6,6
OG0002537,orthogroup,6,6
OG0002538,orthogroup,6,6
OG0002539,orthogroup,6,6
OG0002540,orthogroup,6,6
OG0002541,orthogroup,6,6
OG0002542,orthogroup,6,6
OG0002543,orthogroup,6,6
OG0002544,orthogroup,6,6
OG0002545,orthogroup,6,6
OG0002546,orthogroup,6,6
OG0002547,orthogroup,6,6
OG0002548,orthogroup,6,6
OG0002549,orthogroup,6,6
OG0002550,orthogroup,6,6
OG0002551,orthogroup,6,6
OG0002552,orthogroup,6,6
OG0002553,orthogroup,6,6
OG0002554,orthogroup,6,6
OG0002555,orthogroup,6,6
OG0002556,orthogroup,6,6
OG0002557,orthogroup,6,6
OG0002558,orthogroup,6,6
OG0002559,orthogroup,6,6
OG0002560,orthogroup,6,6
OG0002561,orthogroup,6,6
OG0002562,orthogroup,6,6
OG0002563,orthogroup,6,6
OG0002564,orthogroup,6,6
OG0002565,orthogroup,6,6
OG0002566,orthogroup,6,6
OG0002567,orthogroup,6,6
OG0002568,orthogroup,6,6
OG0002569,orthogroup,6,6
OG0002570,orthogroup,6,6
OG0002571,orthogroup,6,6
OG0002572,orthogroup,6,6
OG0002573,orthogroup,6,6
OG0002574,orthogroup,6,6
OG0002575,orthogroup,6,6
OG0002576,orthogroup,6,6
OG0002577,orthogroup,6,6
OG0002578,orthogroup,6,5
OG0002579,orthogroup,6,6
OG0002580,orthogroup,6,6
OG0002581,orthogroup,6,6
OG0002582,orthogroup,6,6
OG0002583,orthogroup,6,6
OG0002584,orthogroup,6,6
OG0002585,orthogroup,6,6
OG0002586,orthogroup,6,6
OG0002587,orthogroup,6,6
OG0002588,orthogroup,6,6
OG0002589,orthogroup,6,6
OG0002590,orthogroup,6,6
OG0002591,orthogroup,6,6
OG0002592,orthogroup,6,6
OG0002593,orthogroup,6,6
OG0002594,orthogroup,6,6
OG0002595,orthogroup,6,6
OG0002596,orthogroup,6,6
OG0002597,orthogroup,6,6
OG0002598,orthogroup,6,6
OG0002599,orthogroup,6,6
OG0002600,orthogroup,6,6
OG0002601,orthogroup,6,6
OG0002602,orthogroup,6,6
OG0002603,orthogroup,6,6
OG0002604,orthogroup,6,6
OG0002605,orthogroup,6,6
OG0002606,orthogroup,6,6
OG0002607,orthogroup,6,6
OG0002608,orthogroup,6,6
OG0002609,orthogroup,6,6
OG0002610,orthogroup,6,6
OG0002611,orthogroup,6,6
OG0002612,orthogroup,6,5
OG0002613,orthogroup,6,6
OG0002614,orthogroup,6,6
OG0002615,orthogroup,6,6
OG0002616,orthogroup,6,6
