orthogroup,assignment_status,protein_count,species_count
OG0000871,orthogroup,6,6
OG0000872,orthogroup,6,6
OG0000873,orthogroup,6,6
OG0000874,orthogroup,6,6
OG0000875,orthogroup,6,6
OG0000876,orthogroup,6,6
OG0000877,orthogroup,6,6
OG0000878,orthogroup,6,6
OG0000879,orthogroup,6,6
OG0000880,orthogroup,6,6
OG0000881,orthogroup,6,6
OG0000882,orthogroup,6,6
OG0000883,orthogroup,6,6
OG0000884,orthogroup,6,6
OG0000885,orthogroup,6,6
OG0000886,orthogroup,6,6
OG0000887,orthogroup,6,6
OG0000888,orthogroup,6,6
OG0000889,orthogroup,6,6
OG0000890,orthogroup,6,6
OG0000891,orthogroup,6,6
OG0000892,orthogroup,6,6
OG0000893,orthogroup,6,6
OG0000894,orthogroup,6,6
OG0000895,orthogroup,6,6
OG0000896,orthogroup,6,6
OG0000897,orthogroup,6,6
OG0000898,orthogroup,6,6
OG0000899,orthogroup,6,6
OG0000900,orthogroup,6,6
OG0000901,orthogroup,6,6
OG0000902,orthogroup,6,6
OG0000903,orthogroup,6,6
OG0000904,orthogroup,6,6
OG0000905,orthogroup,6,6
OG0000906,orthogroup,6,6
OG0000907,orthogroup,6,6
OG0000908,orthogroup,6,6
OG0000909,orthogroup,6,6
OG0000910,orthogroup,6,6
OG0000911,orthogroup,6,6
OG0000912,orthogroup,6,6
OG0000913,orthogroup,6,6
OG0000914,orthogroup,6,6
OG0000915,orthogroup,6,6
OG0000916,orthogroup,6,6
OG0000917,orthogroup,6,6
OG0000918,orthogroup,6,6
OG0000919,orthogroup,6,6
OG0000920,orthogroup,6,6
OG0000921,orthogroup,6,6
OG0000922,orthogroup,6,6
OG0000923,orthogroup,6,6
OG0000924,orthogroup,6,6
OG0000925,orthogroup,6,6
OG0000926,orthogroup,6,6
OG0000927,orthogroup,6,6
OG0000928,orthogroup,6,6
OG0000929,orthogroup,6,6
OG0000930,orthogroup,6,6
OG0000931,orthogroup,6,6
OG0000932,orthogroup,6,6
OG0000933,orthogroup,6,6
OG0000934,orthogroup,6,6
OG0000935,orthogroup,6,6
OG0000936,orthogroup,6,6
OG0000937,orthogroup,6,6
OG0000938,orthogroup,6,6
OG0000939,orthogroup,6,6
OG0000940,orthogroup,6,6
OG0000941,orthogroup,6,6
OG0000942,orthogroup,6,6
OG0000943,orthogroup,6,6
OG0000944,orthogroup,6,6
OG0000945,orthogroup,6,6
OG0000946,orthogroup,6,6
OG0000947,orthogroup,6,6
OG0000948,orthogroup,6,6
OG0000949,orthogroup,6,6
OG0000950,orthogroup,6,6
OG0000951,orthogroup,6,6
OG0000952,orthogroup,6,6
OG0000953,orthogroup,6,6
OG0000954,orthogroup,6,6
OG0000955,orthogroup,6,6
OG0000956,orthogroup,6,6
OG0000957,orthogroup,6,6
OG0000958,orthogroup,6,6
OG0000959,orthogroup,6,6
OG0000960,orthogroup,6,6
OG0000961,orthogroup,6,6
OG0000962,orthogroup,6,6
OG0000963,orthogroup,6,6
OG0000964,orthogroup,6,6
OG0000965,orthogroup,6,5
OG0000966,orthogroup,6,6
OG0000967,orthogroup,6,6
OG0000968,orthogroup,6,6
OG0000969,orthogroup,6,6
OG0000970,orthogroup,6,6
OG0000971,orthogroup,6,6
OG0000972,orthogroup,6,6
OG0000973,orthogroup,6,6
OG0000974,orthogroup,6,6
OG0000975,orthogroup,6,6
OG0000976,orthogroup,6,6
OG0000977,orthogroup,6,6
OG0000978,orthogroup,6,6
OG0000979,orthogroup,6,6
OG0000980,orthogroup,6,6
OG0000981,orthogroup,6,6
OG0000982,orthogroup,6,6
OG0000983,orthogroup,6,6
OG0000984,orthogroup,6,6
OG0000985,orthogroup,6,6
OG0000986,orthogroup,6,6
OG0000987,orthogroup,6,6
OG0000988,orthogroup,6,6
OG0000989,orthogroup,6,6
OG0000990,orthogroup,6,6
OG0000991,orthogroup,6,6
OG0000992,orthogroup,6,6
OG0000993,orthogroup,6,6
OG0000994,orthogroup,6,6
OG0000995,orthogroup,6,6
OG0000996,orthogroup,6,6
OG0000997,orthogroup,6,6
OG0000998,orthogroup,6,6
OG0000999,orthogroup,6,6
OG0001000,orthogroup,6,6
OG0001001,orthogroup,6,6
OG0001002,orthogroup,6,6
OG0001003,orthogroup,6,6
OG0001004,orthogroup,6,6
OG0001005,orthogroup,6,6
OG0001006,orthogroup,6,6
OG0001007,orthogroup,6,6
OG0001008,orthogroup,6,6
OG0001009,orthogroup,6,6
OG0001010,orthogroup,6,6
OG0001011,orthogroup,6,6
OG0001012,orthogroup,6,6
OG0001013,orthogroup,6,6
OG0001014,orthogroup,6,6
OG0001015,orthogroup,6,6
OG0001016,orthogroup,6,6
OG0001017,orthogroup,6,6
OG0001018,orthogroup,6,6
OG0001019,orthogroup,6,6
OG0001020,orthogroup,6,6
OG0001021,orthogroup,6,6
OG0001022,orthogroup,6,6
OG0001023,orthogroup,6,6
OG0001024,orthogroup,6,6
OG0001025,orthogroup,6,6
OG0001026,orthogroup,6,6
OG0001027,orthogroup,6,6
OG0001028,orthogroup,6,6
OG0001029,orthogroup,6,6
OG0001030,orthogroup,6,6
OG0001031,orthogroup,6,6
OG0001032,orthogroup,6,6
OG0001033,orthogroup,6,6
OG0001034,orthogroup,6,6
OG0001035,orthogroup,6,6
OG0001036,orthogroup,6,6
OG0001037,orthogroup,6,6
OG0001038,orthogroup,6,6
OG0001039,orthogroup,6,6
OG0001040,orthogroup,6,6
OG0001041,orthogroup,6,6
OG0001042,orthogroup,6,6
OG0001043,orthogroup,6,6
OG0001044,orthogroup,6,6
OG0001045,orthogroup,6,6
OG0001046,orthogroup,6,6
OG0001047,orthogroup,6,6
OG0001048,orthogroup,6,6
OG0001049,orthogroup,6,6
OG0001050,orthogroup,6,6
OG0001051,orthogroup,6,6
OG0001052,orthogroup,6,6
OG0001053,orthogroup,6,6
OG0001054,orthogroup,6,6
OG0001055,orthogroup,6,6
OG0001056,orthogroup,6,6
OG0001057,orthogroup,6,6
OG0001058,orthogroup,6,6
OG0001059,orthogroup,6,6
OG0001060,orthogroup,6,6
OG0001061,orthogroup,6,6
OG0001062,orthogroup,6,6
OG0001063,orthogroup,6,6
OG0001064,orthogroup,6,6
OG0001065,orthogroup,6,6
OG0001066,orthogroup,6,6
OG0001067,orthogroup,6,6
OG0001068,orthogroup,6,6
OG0001069,orthogroup,6,6
OG0001070,orthogroup,6,6
OG0001071,orthogroup,6,6
OG0001072,orthogroup,6,6
OG0001073,orthogroup,6,6
OG0001074,orthogroup,6,6
OG0001075,orthogroup,6,6
OG0001076,orthogroup,6,6
OG0001077,orthogroup,6,6
OG0001078,orthogroup,6,6
OG0001079,orthogroup,6,6
OG0001080,orthogroup,6,6
OG0001081,orthogroup,6,6
OG0001082,orthogroup,6,6
OG0001083,orthogroup,6,6
OG0001084,orthogroup,6,6
OG0001085,orthogroup,6,6
OG0001086,orthogroup,6,6
OG0001087,orthogroup,6,6
OG0001088,orthogroup,6,6
OG0001089,orthogroup,6,6
OG0001090,orthogroup,6,6
OG0001091,orthogroup,6,6
OG0001092,orthogroup,6,6
OG0001093,orthogroup,6,6
OG0001094,orthogroup,6,6
OG0001095,orthogroup,6,6
OG0001096,orthogroup,6,6
OG0001097,orthogroup,6,6
OG0001098,orthogroup,6,6
OG0001099,orthogroup,6,6
OG0001100,orthogroup,6,6
OG0001101,orthogroup,6,6
OG0001102,orthogroup,6,6
OG0001103,orthogroup,6,6
OG0001104,orthogroup,6,6
OG0001105,orthogroup,6,6
OG0001106,orthogroup,6,6
OG0001107,orthogroup,6,6
OG0001108,orthogroup,6,6
OG0001109,orthogroup,6,6
OG0001110,orthogroup,6,6
OG0001111,orthogroup,6,6
OG0001112,orthogroup,6,6
OG0001113,orthogroup,6,6
OG0001114,orthogroup,6,6
OG0001115,orthogroup,6,6
OG0001116,orthogroup,6,6
OG0001117,orthogroup,6,6
OG0001118,orthogroup,6,6
OG0001119,orthogroup,6,6
OG0001120,orthogroup,6,6
OG0001121,orthogroup,6,6
OG0001122,orthogroup,6,6
OG0001123,orthogroup,6,6
OG0001124,orthogroup,6,6
OG0001125,orthogroup,6,6
OG0001126,orthogroup,6,6
OG0001127,orthogroup,6,6
OG0001128,orthogroup,6,6
OG0001129,orthogroup,6,6
OG0001130,orthogroup,6,6
OG0001131,orthogroup,6,6
OG0001132,orthogroup,6,6
OG0001133,orthogroup,6,6
OG0001134,orthogroup,6,5
OG0001135,orthogroup,6,6
OG0001136,orthogroup,6,6
OG0001137,orthogroup,6,6
OG0001138,orthogroup,6,6
OG0001139,orthogroup,6,6
OG0001140,orthogroup,6,6
OG0001141,orthogroup,6,6
OG0001142,orthogroup,6,6
OG0001143,orthogroup,6,6
OG0001144,orthogroup,6,6
OG0001145,orthogroup,6,6
OG0001146,orthogroup,6,6
OG0001147,orthogroup,6,6
OG0001148,orthogroup,6,6
OG0001149,orthogroup,6,6
OG0001150,orthogroup,6,6
OG0001151,orthogroup,6,6
OG0001152,orthogroup,6,6
OG0001153,orthogroup,6,6
OG0001154,orthogroup,6,6
OG0001155,orthogroup,6,6
OG0001156,orthogroup,6,6
OG0001157,orthogroup,6,6
OG0001158,orthogroup,6,6
OG0001159,orthogroup,6,6
OG0001160,orthogroup,6,6
OG0001161,orthogroup,6,6
OG0001162,orthogroup,6,6
OG0001163,orthogroup,6,6
OG0001164,orthogroup,6,6
OG0001165,orthogroup,6,6
OG0001166,orthogroup,6,6
OG0001167,orthogroup,6,6
OG0001168,orthogroup,6,6
OG0001169,orthogroup,6,6
OG0001170,orthogroup,6,6
OG0001171,orthogroup,6,6
OG0001172,orthogroup,6,6
OG0001173,orthogroup,6,6
OG0001174,orthogroup,6,6
OG0001175,orthogroup,6,6
OG0001176,orthogroup,6,6
OG0001177,orthogroup,6,6
OG0001178,orthogroup,6,6
OG0001179,orthogroup,6,6
OG0001180,orthogroup,6,6
OG0001181,orthogroup,6,6
OG0001182,orthogroup,6,6
OG0001183,orthogroup,6,6
OG0001184,orthogroup,6,6
OG0001185,orthogroup,6,6
OG0001186,orthogroup,6,6
OG0001187,orthogroup,6,6
OG0001188,orthogroup,6,6
OG0001189,orthogroup,6,6
OG0001190,orthogroup,6,6
OG0001191,orthogroup,6,6
OG0001192,orthogroup,6,6
OG0001193,orthogroup,6,6
OG0001194,orthogroup,6,6
OG0001195,orthogroup,6,6
OG0001196,orthogroup,6,6
OG0001197,orthogroup,6,6
OG0001198,orthogroup,6,6
OG0001199,orthogroup,6,6
OG0001200,orthogroup,6,6
OG0001201,orthogroup,6,6
OG0001202,orthogroup,6,5
OG0001203,orthogroup,6,6
OG0001204,orthogroup,6,6
OG0001205,orthogroup,6,6
OG0001206,orthogroup,6,6
OG0001207,orthogroup,6,6
OG0001208,orthogroup,6,6
OG0001209,orthogroup,6,6
OG0001210,orthogroup,6,6
OG0001211,orthogroup,6,6
OG0001212,orthogroup,6,6
OG0001213,orthogroup,6,6
OG0001214,orthogroup,6,6
OG0001215,orthogroup,6,6
OG0001216,orthogroup,6,6
OG0001217,orthogroup,6,6
OG0001218,orthogroup,6,6
OG0001219,orthogroup,6,6
OG0001220,orthogroup,6,6
OG0001221,orthogroup,6,6
OG0001222,orthogroup,6,6
OG0001223,orthogroup,6,3
OG0001224,orthogroup,6,6
OG0001225,orthogroup,6,6
OG0001226,orthogroup,6,6
OG0001227,orthogroup,6,6
OG0001228,orthogroup,6,6
OG0001229,orthogroup,6,6
OG0001230,orthogroup,6,6
OG0001231,orthogroup,6,6
OG0001232,orthogroup,6,6
OG0001233,orthogroup,6,6
OG0001234,orthogroup,6,6
OG0001235,orthogroup,6,6
OG0001236,orthogroup,6,6
OG0001237,orthogroup,6,6
OG0001238,orthogroup,6,6
OG0001239,orthogroup,6,6
OG0001240,orthogroup,6,6
OG0001241,orthogroup,6,6
OG0001242,orthogroup,6,6
OG0001243,orthogroup,6,6
OG0001244,orthogroup,6,6
OG0001245,orthogroup,6,6
OG0001246,orthogroup,6,6
OG0001247,orthogroup,6,6
OG0001248,orthogroup,6,6
OG0001249,orthogroup,6,6
OG0001250,orthogroup,6,6
OG0001251,orthogroup,6,6
OG0001252,orthogroup,6,6
OG0001253,orthogroup,6,6
OG0001254,orthogroup,6,6
OG0001255,orthogroup,6,6
OG0001256,orthogroup,6,6
OG0001257,orthogroup,6,6
OG0001258,orthogroup,6,6
OG0001259,orthogroup,6,6
OG0001260,orthogroup,6,6
OG0001261,orthogroup,6,6
OG0001262,orthogroup,6,6
OG0001263,orthogroup,6,6
OG0001264,orthogroup,6,6
OG0001265,orthogroup,6,6
OG0001266,orthogroup,6,6
OG0001267,orthogroup,6,6
OG0001268,orthogroup,6,6
OG0001269,orthogroup,6,6
OG0001270,orthogroup,6,6
OG0001271,orthogroup,6,6
OG0001272,orthogroup,6,6
OG0001273,orthogroup,6,6
OG0001274,orthogroup,6,6
OG0001275,orthogroup,6,6
OG0001276,orthogroup,6,6
OG0001277,orthogroup,6,6
OG0001278,orthogroup,6,6
OG0001279,orthogroup,6,6
OG0001280,orthogroup,6,6
OG0001281,orthogroup,6,6
OG0001282,orthogroup,6,6
OG0001283,orthogroup,6,6
OG0001284,orthogroup,6,6
OG0001285,orthogroup,6,6
OG0001286,orthogroup,6,6
OG0001287,orthogroup,6,6
OG0001288,orthogroup,6,6
OG0001289,orthogroup,6,6
OG0001290,orthogroup,6,6
OG0001291,orthogroup,6,6
OG0001292,orthogroup,6,6
OG0001293,orthogroup,6,6
OG0001294,orthogroup,6,6
OG0001295,orthogroup,6,6
OG0001296,orthogroup,6,6
OG0001297,orthogroup,6,6
OG0001298,orthogroup,6,6
OG0001299,orthogroup,6,6
OG0001300,orthogroup,6,6
OG0001301,orthogroup,6,6
OG0001302,orthogroup,6,6
OG0001303,orthogroup,6,6
OG0001304,orthogroup,6,6
OG0001305,orthogroup,6,6
OG0001306,orthogroup,6,6
OG0001307,orthogroup,6,6
OG0001308,orthogroup,6,6
OG0001309,orthogroup,6,6
OG0001310,orthogroup,6,6
OG0001311,orthogroup,6,6
OG0001312,orthogroup,6,6
OG0001313,orthogroup,6,6
OG0001314,orthogroup,6,6
OG0001315,orthogroup,6,6
OG0001316,orthogroup,6,6
OG0001317,orthogroup,6,6
OG0001318,orthogroup,6,6
OG0001319,orthogroup,6,6
OG0001320,orthogroup,6,6
OG0001321,orthogroup,6,6
OG0001322,orthogroup,6,6
OG0001323,orthogroup,6,6
OG0001324,orthogroup,6,6
OG0001325,orthogroup,6,6
OG0001326,orthogroup,6,6
OG0001327,orthogroup,6,6
OG0001328,orthogroup,6,6
OG0001329,orthogroup,6,6
OG0001330,orthogroup,6,6
OG0001331,orthogroup,6,6
OG0001332,orthogroup,6,6
OG0001333,orthogroup,6,5
OG0001334,orthogroup,6,6
OG0001335,orthogroup,6,6
OG0001336,orthogroup,6,6
OG0001337,orthogroup,6,6
OG0001338,orthogroup,6,6
OG0001339,orthogroup,6,6
OG0001340,orthogroup,6,6
OG0001341,orthogroup,6,6
OG0001342,orthogroup,6,6
OG0001343,orthogroup,6,6
OG0001344,orthogroup,6,6
OG0001345,orthogroup,6,6
OG0001346,orthogroup,6,6
OG0001347,orthogroup,6,6
OG0001348,orthogroup,6,6
OG0001349,orthogroup,6,6
OG0001350,orthogroup,6,6
OG0001351,orthogroup,6,6
OG0001352,orthogroup,6,6
OG0001353,orthogroup,6,6
OG0001354,orthogroup,6,6
OG0001355,orthogroup,6,6
OG0001356,orthogroup,6,6
OG0001357,orthogroup,6,6
OG0001358,orthogroup,6,6
OG0001359,orthogroup,6,6
OG0001360,orthogroup,6,6
OG0001361,orthogroup,6,6
OG0001362,orthogroup,6,6
OG0001363,orthogroup,6,6
OG0001364,orthogroup,6,6
OG0001365,orthogroup,6,6
OG0001366,orthogroup,6,5
OG0001367,orthogroup,6,6
OG0001368,orthogroup,6,6
OG0001369,orthogroup,6,6
OG0001370,orthogroup,6,6
OG0001371,orthogroup,6,6
OG0001372,orthogroup,6,6
OG0001373,orthogroup,6,6
OG0001374,orthogroup,6,6
OG0001375,orthogroup,6,6
OG0001376,orthogroup,6,6
OG0001377,orthogroup,6,6
OG0001378,orthogroup,6,6
OG0001379,orthogroup,6,6
OG0001380,orthogroup,6,6
OG0001381,orthogroup,6,6
OG0001382,orthogroup,6,6
OG0001383,orthogroup,6,6
OG0001384,orthogroup,6,6
OG0001385,orthogroup,6,6
OG0001386,orthogroup,6,6
OG0001387,orthogroup,6,6
OG0001388,orthogroup,6,6
OG0001389,orthogroup,6,6
OG0001390,orthogroup,6,6
OG0001391,orthogroup,6,6
OG0001392,orthogroup,6,6
OG0001393,orthogroup,6,6
OG0001394,orthogroup,6,6
OG0001395,orthogroup,6,6
OG0001396,orthogroup,6,6
OG0001397,orthogroup,6,6
OG0001398,orthogroup,6,6
OG0001399,orthogroup,6,6
OG0001400,orthogroup,6,6
OG0001401,orthogroup,6,6
OG0001402,orthogroup,6,6
OG0001403,orthogroup,6,5
OG0001404,orthogroup,6,6
OG0001405,orthogroup,6,6
OG0001406,orthogroup,6,6
OG0001407,orthogroup,6,6
OG0001408,orthogroup,6,6
OG0001409,orthogroup,6,6
OG0001410,orthogroup,6,6
OG0001411,orthogroup,6,6
OG0001412,orthogroup,6,6
OG0001413,orthogroup,6,6
OG0001414,orthogroup,6,6
OG0001415,orthogroup,6,6
OG0001416,orthogroup,6,6
OG0001417,orthogroup,6,6
OG0001418,orthogroup,6,6
OG0001419,orthogroup,6,6
OG0001420,orthogroup,6,6
OG0001421,orthogroup,6,6
OG0001422,orthogroup,6,6
OG0001423,orthogroup,6,6
OG0001424,orthogroup,6,6
OG0001425,orthogroup,6,6
OG0001426,orthogroup,6,6
OG0001427,orthogroup,6,6
OG0001428,orthogroup,6,6
OG0001429,orthogroup,6,6
OG0001430,orthogroup,6,6
OG0001431,orthogroup,6,6
OG0001432,orthogroup,6,6
OG0001433,orthogroup,6,6
OG0001434,orthogroup,6,6
OG0001435,orthogroup,6,6
OG0001436,orthogroup,6,6
OG0001437,orthogroup,6,6
OG0001438,orthogroup,6,6
OG0001439,orthogroup,6,6
OG0001440,orthogroup,6,6
OG0001441,orthogroup,6,6
OG0001442,orthogroup,6,6
OG0001443,orthogroup,6,6
OG0001444,orthogroup,6,6
OG0001445,orthogroup,6,6
OG0001446,orthogroup,6,6
OG0001447,orthogroup,6,6
OG0001448,orthogroup,6,6
OG0001449,orthogroup,6,6
OG0001450,orthogroup,6,6
OG0001451,orthogroup,6,6
OG0001452,orthogroup,6,6
OG0001453,orthogroup,6,6
OG0001454,orthogroup,6,6
OG0001455,orthogroup,6,6
OG0001456,orthogroup,6,6
OG0001457,orthogroup,6,6
OG0001458,orthogroup,6,6
OG0001459,orthogroup,6,6
OG0001460,orthogroup,6,6
OG0001461,orthogroup,6,6
OG0001462,orthogroup,6,6
OG0001463,orthogroup,6,6
OG0001464,orthogroup,6,6
OG0001465,orthogroup,6,6
OG0001466,orthogroup,6,6
OG0001467,orthogroup,6,6
OG0001468,orthogroup,6,6
OG0001469,orthogroup,6,6
OG0001470,orthogroup,6,6
OG0001471,orthogroup,6,6
OG0001472,orthogroup,6,6
OG0001473,orthogroup,6,6
OG0001474,orthogroup,6,6
OG0001475,orthogroup,6,6
OG0001476,orthogroup,6,6
OG0001477,orthogroup,6,6
OG0001478,orthogroup,6,6
OG0001479,orthogroup,6,6
OG0001480,orthogroup,6,6
OG0001481,orthogroup,6,6
OG0001482,orthogroup,6,6
OG0001483,orthogroup,6,6
OG0001484,orthogroup,6,6
OG0001485,orthogroup,6,6
OG0001486,orthogroup,6,6
OG0001487,orthogroup,6,6
OG0001488,orthogroup,6,6
OG0001489,orthogroup,6,6
OG0001490,orthogroup,6,6
OG0001491,orthogroup,6,6
OG0001492,orthogroup,6,6
OG0001493,orthogroup,6,6
OG0001494,orthogroup,6,6
OG0001495,orthogroup,6,6
OG0001496,orthogroup,6,6
OG0001497,orthogroup,6,6
OG0001498,orthogroup,6,6
OG0001499,orthogroup,6,6
OG0001500,orthogroup,6,6
OG0001501,orthogroup,6,6
OG0001502,orthogroup,6,6
OG0001503,orthogroup,6,6
OG0001504,orthogroup,6,6
OG0001505,orthogroup,6,6
OG0001506,orthogroup,6,6
OG0001507,orthogroup,6,6
OG0001508,orthogroup,6,6
OG0001509,orthogroup,6,6
OG0001510,orthogroup,6,6
OG0001511,orthogroup,6,6
OG0001512,orthogroup,6,5
OG0001513,orthogroup,6,6
OG0001514,orthogroup,6,4
OG0001515,orthogroup,6,6
OG0001516,orthogroup,6,6
OG0001517,orthogroup,6,6
OG0001518,orthogroup,6,6
OG0001519,orthogroup,6,6
OG0001520,orthogroup,6,6
OG0001521,orthogroup,6,6
OG0001522,orthogroup,6,6
OG0001523,orthogroup,6,6
OG0001524,orthogroup,6,6
OG0001525,orthogroup,6,6
OG0001526,orthogroup,6,6
OG0001527,orthogroup,6,6
OG0001528,orthogroup,6,6
OG0001529,orthogroup,6,6
OG0001530,orthogroup,6,6
OG0001531,orthogroup,6,6
OG0001532,orthogroup,6,6
OG0001533,orthogroup,6,6
OG0001534,orthogroup,6,6
OG0001535,orthogroup,6,6
OG0001536,orthogroup,6,6
OG0001537,orthogroup,6,6
OG0001538,orthogroup,6,6
OG0001539,orthogroup,6,6
OG0001540,orthogroup,6,6
OG0001541,orthogroup,6,6
OG0001542,orthogroup,6,6
OG0001543,orthogroup,6,6
OG0001544,orthogroup,6,6
OG0001545,orthogroup,6,6
OG0001546,orthogroup,6,6
OG0001547,orthogroup,6,6
OG0001548,orthogroup,6,6
OG0001549,orthogroup,6,6
OG0001550,orthogroup,6,6
OG0001551,orthogroup,6,6
OG0001552,orthogroup,6,6
OG0001553,orthogroup,6,6
OG0001554,orthogroup,6,6
OG0001555,orthogroup,6,6
OG0001556,orthogroup,6,6
OG0001557,orthogroup,6,6
OG0001558,orthogroup,6,6
OG0001559,orthogroup,6,6
OG0001560,orthogroup,6,6
OG0001561,orthogroup,6,6
OG0001562,orthogroup,6,6
OG0001563,orthogroup,6,6
OG0001564,orthogroup,6,6
OG0001565,orthogroup,6,6
OG0001566,orthogroup,6,6
OG0001567,orthogroup,6,6
OG0001568,orthogroup,6,6
OG0001569,orthogroup,6,6
OG0001570,orthogroup,6,6
OG0001571,orthogroup,6,6
OG0001572,orthogroup,6,6
OG0001573,orthogroup,6,6
OG0001574,orthogroup,6,6
OG0001575,orthogroup,6,6
OG0001576,orthogroup,6,6
OG0001577,orthogroup,6,6
OG0001578,orthogroup,6,6
OG0001579,orthogroup,6,6
OG0001580,orthogroup,6,6
OG0001581,orthogroup,6,6
OG0001582,orthogroup,6,6
OG0001583,orthogroup,6,6
OG0001584,orthogroup,6,6
OG0001585,orthogroup,6,6
OG0001586,orthogroup,6,6
OG0001587,orthogroup,6,6
OG0001588,orthogroup,6,6
OG0001589,orthogroup,6,6
OG0001590,orthogroup,6,6
OG0001591,orthogroup,6,6
OG0001592,orthogroup,6,6
OG0001593,orthogroup,6,6
OG0001594,orthogroup,6,6
OG0001595,orthogroup,6,6
OG0001596,orthogroup,6,6
OG0001597,orthogroup,6,6
OG0001598,orthogroup,6,6
OG0001599,orthogroup,6,6
OG0001600,orthogroup,6,6
OG0001601,orthogroup,6,6
OG0001602,orthogroup,6,6
OG0001603,orthogroup,6,6
OG0001604,orthogroup,6,6
OG0001605,orthogroup,6,6
OG0001606,orthogroup,6,6
OG0001607,orthogroup,6,6
OG0001608,orthogroup,6,6
OG0001609,orthogroup,6,6
OG0001610,orthogroup,6,6
OG0001611,orthogroup,6,6
OG0001612,orthogroup,6,6
OG0001613,orthogroup,6,6
OG0001614,orthogroup,6,6
OG0001615,orthogroup,6,6
OG0001616,orthogroup,6,6
OG0001617,orthogroup,6,6
OG0001618,orthogroup,6,6
OG0001619,orthogroup,6,6
OG0001620,orthogroup,6,6
OG0001621,orthogroup,6,6
OG0001622,orthogroup,6,6
OG0001623,orthogroup,6,6
OG0001624,orthogroup,6,6
OG0001625,orthogroup,6,6
OG0001626,orthogroup,6,6
OG0001627,orthogroup,6,6
OG0001628,orthogroup,6,6
OG0001629,orthogroup,6,6
OG0001630,orthogroup,6,6
OG0001631,orthogroup,6,6
OG0001632,orthogroup,6,6
OG0001633,orthogroup,6,6
OG0001634,orthogroup,6,6
OG0001635,orthogroup,6,6
OG0001636,orthogroup,6,6
OG0001637,orthogroup,6,6
OG0001638,orthogroup,6,6
OG0001639,orthogroup,6,6
OG0001640,orthogroup,6,6
OG0001641,orthogroup,6,6
OG0001642,orthogroup,6,6
OG0001643,orthogroup,6,6
OG0001644,orthogroup,6,6
OG0001645,orthogroup,6,6
OG0001646,orthogroup,6,6
OG0001647,orthogroup,6,6
OG0001648,orthogroup,6,6
OG0001649,orthogroup,6,6
OG0001650,orthogroup,6,6
OG0001651,orthogroup,6,6
OG0001652,orthogroup,6,6
OG0001653,orthogroup,6,6
OG0001654,orthogroup,6,6
OG0001655,orthogroup,6,6
OG0001656,orthogroup,6,6
OG0001657,orthogroup,6,6
OG0001658,orthogroup,6,6
OG0001659,orthogroup,6,6
OG0001660,orthogroup,6,6
OG0001661,orthogroup,6,6
OG0001662,orthogroup,6,6
OG0001663,orthogroup,6,6
OG0001664,orthogroup,6,6
OG0001665,orthogroup,6,6
OG0001666,orthogroup,6,6
OG0001667,orthogroup,6,6
OG0001668,orthogroup,6,6
OG0001669,orthogroup,6,6
OG0001670,orthogroup,6,6
OG0001671,orthogroup,6,6
OG0001672,orthogroup,6,6
OG0001673,orthogroup,6,6
OG0001674,orthogroup,6,6
OG0001675,orthogroup,6,5
OG0001676,orthogroup,6,5
OG0001677,orthogroup,6,6
OG0001678,orthogroup,6,6
OG0001679,orthogroup,6,6
OG0001680,orthogroup,6,6
OG0001681,orthogroup,6,6
OG0001682,orthogroup,6,6
OG0001683,orthogroup,6,6
OG0001684,orthogroup,6,6
OG0001685,orthogroup,6,5
OG0001686,orthogroup,6,6
OG0001687,orthogroup,6,6
OG0001688,orthogroup,6,6
OG0001689,orthogroup,6,6
OG0001690,orthogroup,6,6
OG0001691,orthogroup,6,6
OG0001692,orthogroup,6,6
OG0001693,orthogroup,6,6
OG0001694,orthogroup,6,6
OG0001695,orthogroup,6,6
OG0001696,orthogroup,6,6
OG0001697,orthogroup,6,6
OG0001698,orthogroup,6,6
OG0001699,orthogroup,6,6
OG0001700,orthogroup,6,6
OG0001701,orthogroup,6,6
OG0001702,orthogroup,6,6
OG0001703,orthogroup,6,6
OG0001704,orthogroup,6,6
OG0001705,orthogroup,6,6
OG0001706,orthogroup,6,6
OG0001707,orthogroup,6,6
OG0001708,orthogroup,6,6
OG0001709,orthogroup,6,6
OG0001710,orthogroup,6,6
OG0001711,orthogroup,6,6
OG0001712,orthogroup,6,6
OG0001713,orthogroup,6,6
OG0001714,orthogroup,6,6
OG0001715,orthogroup,6,6
OG0001716,orthogroup,6,6
OG0001717,orthogroup,6,6
OG0001718,orthogroup,6,6
OG0001719,orthogroup,6,6
OG0001720,orthogroup,6,6
OG0001721,orthogroup,6,6
OG0001722,orthogroup,6,6
OG0001723,orthogroup,6,6
OG0001724,orthogroup,6,6
OG0001725,orthogroup,6,6
OG0001726,orthogroup,6,6
OG0001727,orthogroup,6,6
OG0001728,orthogroup,6,6
OG0001729,orthogroup,6,6
OG0001730,orthogroup,6,6
OG0001731,orthogroup,6,6
OG0001732,orthogroup,6,6
OG0001733,orthogroup,6,6
OG0001734,orthogroup,6,6
OG0001735,orthogroup,6,6
OG0001736,orthogroup,6,6
OG0001737,orthogroup,6,6
OG0001738,orthogroup,6,6
OG0001739,orthogroup,6,6
OG0001740,orthogroup,6,6
OG0001741,orthogroup,6,6
OG0001742,orthogroup,6,6
OG0001743,orthogroup,6,6
